feature,missing_ratio_train,dtype,nunique_train
prev_name_goods_category_clothing_and_accessories_mean,0.05350772502739775,float64,126
prev_channel_type_channel_of_corporate_sales_mean,0.05350772502739775,float64,129
prev_name_goods_category_furniture_mean,0.05350772502739775,float64,130
prev_flag_last_appl_per_contract_n_mean,0.05350772502739775,float64,135
prev_flag_last_appl_per_contract_y_mean,0.05350772502739775,float64,135
prev_name_seller_industry_furniture_mean,0.05350772502739775,float64,142
prev_code_reject_reason_scofr_mean,0.05350772502739775,float64,157
prev_name_client_type_new_mean,0.05350772502739775,float64,161
prev_name_cash_loan_purpose_other_mean,0.05350772502739775,float64,163
prev_name_type_suite_spouse_partner_mean,0.05350772502739775,float64,166
prev_name_client_type_refreshed_mean,0.05350772502739775,float64,168
prev_product_combination_pos_household_without_interest_mean,0.05350772502739775,float64,171
prev_product_combination_pos_industry_with_interest_mean,0.05350772502739775,float64,179
prev_product_combination_card_x_sell_mean,0.05350772502739775,float64,181
prev_name_goods_category_audio_video_mean,0.05350772502739775,float64,182
prev_name_goods_category_consumer_electronics_mean,0.05350772502739775,float64,183
prev_name_cash_loan_purpose_repairs_mean,0.05350772502739775,float64,185
prev_name_goods_category_computers_mean,0.05350772502739775,float64,193
prev_channel_type_regional_local_mean,0.05350772502739775,float64,201
prev_product_combination_cash_x_sell_high_mean,0.05350772502739775,float64,205
prev_code_reject_reason_sco_mean,0.05350772502739775,float64,206
prev_product_combination_cash_street_middle_mean,0.05350772502739775,float64,210
prev_name_client_type_repeater_mean,0.05350772502739775,float64,219
prev_channel_type_contact_center_mean,0.05350772502739775,float64,222
prev_name_portfolio_cards_mean,0.05350772502739775,float64,226
prev_name_yield_group_low_action_mean,0.05350772502739775,float64,230
prev_name_goods_category_mobile_mean,0.05350772502739775,float64,232
prev_product_combination_cash_street_low_mean,0.05350772502739775,float64,237
prev_code_reject_reason_limit_mean,0.05350772502739775,float64,244
prev_channel_type_stone_mean,0.05350772502739775,float64,244
prev_product_combination_pos_mobile_with_interest_mean,0.05350772502739775,float64,244
prev_product_combination_cash_street_high_mean,0.05350772502739775,float64,247
prev_product_combination_card_street_mean,0.05350772502739775,float64,248
prev_weekday_appr_process_start_sunday_mean,0.05350772502739775,float64,259
prev_channel_type_ap_cash_loan_mean,0.05350772502739775,float64,261
prev_product_combination_cash_x_sell_middle_mean,0.05350772502739775,float64,263
prev_product_combination_pos_household_with_interest_mean,0.05350772502739775,float64,273
prev_name_contract_type_revolving_loans_mean,0.05350772502739775,float64,278
prev_name_type_suite_family_mean,0.05350772502739775,float64,280
prev_product_combination_cash_x_sell_low_mean,0.05350772502739775,float64,284
prev_name_seller_industry_connectivity_mean,0.05350772502739775,float64,285
prev_weekday_appr_process_start_saturday_mean,0.05350772502739775,float64,301
prev_weekday_appr_process_start_monday_mean,0.05350772502739775,float64,304
prev_weekday_appr_process_start_friday_mean,0.05350772502739775,float64,313
prev_weekday_appr_process_start_tuesday_mean,0.05350772502739775,float64,316
prev_weekday_appr_process_start_wednesday_mean,0.05350772502739775,float64,316
prev_weekday_appr_process_start_thursday_mean,0.05350772502739775,float64,319
prev_name_seller_industry_consumer_electronics_mean,0.05350772502739775,float64,326
prev_name_yield_group_low_normal_mean,0.05350772502739775,float64,326
prev_name_yield_group_middle_mean,0.05350772502739775,float64,329
prev_name_product_type_walk_in_mean,0.05350772502739775,float64,333
prev_name_yield_group_high_mean,0.05350772502739775,float64,341
prev_channel_type_country_wide_mean,0.05350772502739775,float64,348
prev_name_contract_status_approved_mean,0.05350772502739775,float64,362
prev_name_contract_status_canceled_mean,0.05350772502739775,float64,362
prev_name_portfolio_pos_mean,0.05350772502739775,float64,364
prev_name_goods_category_xna_mean,0.05350772502739775,float64,374
prev_product_combination_cash_mean,0.05350772502739775,float64,375
prev_name_contract_type_consumer_loans_mean,0.05350772502739775,float64,377
prev_name_seller_industry_xna_mean,0.05350772502739775,float64,385
prev_code_reject_reason_hc_mean,0.05350772502739775,float64,388
prev_name_type_suite_unaccompanied_mean,0.05350772502739775,float64,389
prev_name_portfolio_xna_mean,0.05350772502739775,float64,390
prev_code_reject_reason_xap_mean,0.05350772502739775,float64,394
prev_name_product_type_x_sell_mean,0.05350772502739775,float64,394
prev_name_contract_status_refused_mean,0.05350772502739775,float64,397
prev_name_type_suite_nan_mean,0.05350772502739775,float64,403
prev_name_contract_type_cash_loans_mean,0.05350772502739775,float64,407
prev_name_cash_loan_purpose_xap_mean,0.05350772502739775,float64,407
prev_name_yield_group_xna_mean,0.05350772502739775,float64,411
prev_name_payment_type_xna_mean,0.05350772502739775,float64,412
prev_name_cash_loan_purpose_xna_mean,0.05350772502739775,float64,414
prev_name_portfolio_cash_mean,0.05350772502739775,float64,414
prev_channel_type_credit_and_cash_offices_mean,0.05350772502739775,float64,414
prev_name_product_type_xna_mean,0.05350772502739775,float64,421
prev_name_payment_type_cash_through_the_bank_mean,0.05350772502739775,float64,423
prev_cnt_payment_sum,0.05350772502739775,float64,727
prev_hour_appr_process_start_mean,0.05350772502739775,float64,2558
prev_days_decision_min,0.05350772502739775,float64,2921
prev_days_decision_max,0.05350772502739775,float64,2922
prev_amt_application_min,0.05350772502739775,float64,36289
prev_amt_credit_min,0.05350772502739775,float64,38544
prev_amt_application_max,0.05350772502739775,float64,48662
prev_amt_credit_max,0.05350772502739775,float64,58510
prev_days_decision_mean,0.05350772502739775,float64,60027
prev_amt_application_mean,0.05350772502739775,float64,191767
prev_amt_credit_mean,0.05350772502739775,float64,210630
instal_payment_perc_max,0.05163784889449671,float64,36093
instal_payment_perc_mean,0.05163784889449671,float64,42703
instal_dbd_max,0.05162809301902071,float64,422
instal_dpd_max,0.05162809301902071,float64,1642
instal_days_entry_payment_max,0.05162809301902071,float64,2937
instal_dpd_mean,0.05162809301902071,float64,23566
instal_dbd_mean,0.05162809301902071,float64,57204
instal_payment_diff_max,0.05162809301902071,float64,104952
instal_amt_payment_min,0.05162809301902071,float64,134230
instal_payment_diff_mean,0.05162809301902071,float64,137996
instal_days_entry_payment_mean,0.05162809301902071,float64,212226
instal_amt_payment_max,0.05162809301902071,float64,229568
instal_amt_payment_mean,0.05162809301902071,float64,288557
instal_num_instalment_version_nunique,0.05160207735108469,float64,49
instal_count,0.05160207735108469,float64,319
instal_dpd_sum,0.05160207735108469,float64,2077
instal_dbd_sum,0.05160207735108469,float64,3223
new_late_payment_ratio,0.05160207735108469,float64,23571
instal_payment_perc_sum,0.05160207735108469,float64,39666
instal_days_entry_payment_sum,0.05160207735108469,float64,102908
instal_payment_diff_sum,0.05160207735108469,float64,128305
instal_amt_instalment_max,0.05160207735108469,float64,236622
instal_amt_payment_sum,0.05160207735108469,float64,287751
instal_amt_instalment_sum,0.05160207735108469,float64,288140
instal_amt_instalment_mean,0.05160207735108469,float64,288184
def_60_cnt_social_circle,0.003320249620333846,float64,9
def_30_cnt_social_circle,0.003320249620333846,float64,10
obs_30_cnt_social_circle,0.003320249620333846,float64,33
obs_60_cnt_social_circle,0.003320249620333846,float64,33
ext_source_2,0.0021462926047211934,float64,119830
amt_goods_price,0.0009040444607765027,float64,1002
credit_to_goods_ratio,0.0009040444607765027,float64,3064
ext_sources_mean,0.000559336860624311,float64,300343
amt_annuity,3.9023501904021696e-05,float64,13672
credit_to_annuity_ratio,3.9023501904021696e-05,float64,39539
payment_rate,3.9023501904021696e-05,float64,39539
annuity_to_income_ratio,3.9023501904021696e-05,float64,88811
cnt_fam_members,6.503916984003616e-06,float64,17
income_per_person,6.503916984003616e-06,float64,3064
days_last_phone_change,3.251958492001808e-06,float64,3773
phone_change_to_birth_ratio,3.251958492001808e-06,float64,264920
code_gender,0.0,int64,2
days_employed_anom,0.0,int64,2
emergencystate_mode_no,0.0,uint8,2
emergencystate_mode_yes,0.0,uint8,2
emergencystate_mode_nan,0.0,uint8,2
flag_document_16,0.0,int64,2
flag_document_18,0.0,int64,2
flag_document_3,0.0,int64,2
flag_document_5,0.0,int64,2
flag_document_6,0.0,int64,2
flag_document_8,0.0,int64,2
flag_email,0.0,int64,2
flag_emp_phone,0.0,int64,2
flag_own_car,0.0,int64,2
flag_own_realty,0.0,int64,2
flag_phone,0.0,int64,2
flag_work_phone,0.0,int64,2
fondkapremont_mode_nan,0.0,uint8,2
fondkapremont_mode_not_specified,0.0,uint8,2
fondkapremont_mode_org_spec_account,0.0,uint8,2
fondkapremont_mode_reg_oper_account,0.0,uint8,2
fondkapremont_mode_reg_oper_spec_account,0.0,uint8,2
housetype_mode_block_of_flats,0.0,uint8,2
housetype_mode_nan,0.0,uint8,2
live_city_not_work_city,0.0,int64,2
live_region_not_work_region,0.0,int64,2
name_contract_type_cash_loans,0.0,uint8,2
name_contract_type_revolving_loans,0.0,uint8,2
name_education_type_higher_education,0.0,uint8,2
name_education_type_incomplete_higher,0.0,uint8,2
name_education_type_lower_secondary,0.0,uint8,2
name_education_type_secondary_secondary_special,0.0,uint8,2
name_family_status_civil_marriage,0.0,uint8,2
name_family_status_married,0.0,uint8,2
name_family_status_separated,0.0,uint8,2
name_family_status_single_not_married,0.0,uint8,2
name_family_status_widow,0.0,uint8,2
name_housing_type_house_apartment,0.0,uint8,2
name_housing_type_municipal_apartment,0.0,uint8,2
name_housing_type_office_apartment,0.0,uint8,2
name_housing_type_rented_apartment,0.0,uint8,2
name_housing_type_with_parents,0.0,uint8,2
name_income_type_commercial_associate,0.0,uint8,2
name_income_type_pensioner,0.0,uint8,2
name_income_type_state_servant,0.0,uint8,2
name_income_type_working,0.0,uint8,2
name_type_suite_children,0.0,uint8,2
name_type_suite_family,0.0,uint8,2
name_type_suite_other_b,0.0,uint8,2
name_type_suite_spouse_partner,0.0,uint8,2
name_type_suite_unaccompanied,0.0,uint8,2
occupation_type_accountants,0.0,uint8,2
occupation_type_cleaning_staff,0.0,uint8,2
occupation_type_cooking_staff,0.0,uint8,2
occupation_type_core_staff,0.0,uint8,2
occupation_type_drivers,0.0,uint8,2
occupation_type_high_skill_tech_staff,0.0,uint8,2
occupation_type_laborers,0.0,uint8,2
occupation_type_low_skill_laborers,0.0,uint8,2
occupation_type_managers,0.0,uint8,2
occupation_type_medicine_staff,0.0,uint8,2
occupation_type_private_service_staff,0.0,uint8,2
occupation_type_sales_staff,0.0,uint8,2
occupation_type_security_staff,0.0,uint8,2
occupation_type_nan,0.0,uint8,2
organization_type_agriculture,0.0,uint8,2
organization_type_bank,0.0,uint8,2
organization_type_business_entity_type_1,0.0,uint8,2
organization_type_business_entity_type_2,0.0,uint8,2
organization_type_business_entity_type_3,0.0,uint8,2
organization_type_construction,0.0,uint8,2
organization_type_government,0.0,uint8,2
organization_type_housing,0.0,uint8,2
organization_type_industry_type_11,0.0,uint8,2
organization_type_industry_type_3,0.0,uint8,2
organization_type_industry_type_9,0.0,uint8,2
organization_type_kindergarten,0.0,uint8,2
organization_type_medicine,0.0,uint8,2
organization_type_military,0.0,uint8,2
organization_type_other,0.0,uint8,2
organization_type_police,0.0,uint8,2
organization_type_postal,0.0,uint8,2
organization_type_restaurant,0.0,uint8,2
organization_type_school,0.0,uint8,2
organization_type_security,0.0,uint8,2
organization_type_security_ministries,0.0,uint8,2
organization_type_self_employed,0.0,uint8,2
organization_type_services,0.0,uint8,2
organization_type_trade_type_2,0.0,uint8,2
organization_type_trade_type_3,0.0,uint8,2
organization_type_trade_type_7,0.0,uint8,2
organization_type_transport_type_2,0.0,uint8,2
organization_type_transport_type_4,0.0,uint8,2
organization_type_xna,0.0,uint8,2
reg_city_not_live_city,0.0,int64,2
reg_city_not_work_city,0.0,int64,2
reg_region_not_live_region,0.0,int64,2
reg_region_not_work_region,0.0,int64,2
wallsmaterial_mode_block,0.0,uint8,2
wallsmaterial_mode_mixed,0.0,uint8,2
wallsmaterial_mode_monolithic,0.0,uint8,2
wallsmaterial_mode_others,0.0,uint8,2
wallsmaterial_mode_panel,0.0,uint8,2
wallsmaterial_mode_stone_brick,0.0,uint8,2
wallsmaterial_mode_wooden,0.0,uint8,2
wallsmaterial_mode_nan,0.0,uint8,2
weekday_appr_process_start_friday,0.0,uint8,2
weekday_appr_process_start_monday,0.0,uint8,2
weekday_appr_process_start_saturday,0.0,uint8,2
weekday_appr_process_start_sunday,0.0,uint8,2
weekday_appr_process_start_thursday,0.0,uint8,2
weekday_appr_process_start_tuesday,0.0,uint8,2
weekday_appr_process_start_wednesday,0.0,uint8,2
region_rating_client,0.0,int64,3
region_rating_client_w_city,0.0,int64,3
cnt_children,0.0,int64,15
hour_appr_process_start,0.0,int64,24
region_population_relative,0.0,float64,81
amt_income_total,0.0,float64,2548
amt_credit,0.0,float64,5603
days_id_publish,0.0,int64,6168
days_registration,0.0,float64,15688
days_birth,0.0,int64,17460
credit_to_income_ratio,0.0,float64,48696
new_current_to_income_credit_ratio,0.0,float64,48696
ext_sources_std,0.0,float64,269864
id_publish_to_birth_ratio,0.0,float64,295294
